hardware,embedding_index,method,horizon,algorithm_index,baseline_index,algorithm_prob,baseline_prob,diff
makarresh,1,bellman,7,5,500,0.548520,0.548280,0.000240
makarresh,1,bellman,8,9,501,0.556280,0.556280,0.000000
melbourne,0,bellman,2,0,490,0.973300,0.973300,-0.000000
melbourne,0,bellman,3,1,492,0.973300,0.973300,-0.000000
melbourne,0,bellman,4,2,494,0.997720,0.997720,-0.000000
melbourne,0,bellman,5,3,496,0.997910,0.997720,0.000190
melbourne,0,bellman,6,7,498,0.999610,0.999610,-0.000000
melbourne,0,bellman,7,5,500,0.999810,0.999610,0.000200
melbourne,0,bellman,8,8,501,0.999940,0.999770,0.000170
melbourne,1,bellman,2,0,490,0.812880,0.812880,-0.000000
melbourne,1,bellman,3,1,492,0.812880,0.812880,-0.000000
melbourne,1,bellman,4,2,494,0.907860,0.907860,0.000000
melbourne,1,bellman,5,3,496,0.908220,0.907860,0.000360
melbourne,1,bellman,6,7,498,0.951110,0.951110,0.000000
melbourne,1,bellman,7,5,500,0.951610,0.951110,0.000500
melbourne,1,bellman,8,9,501,0.972990,0.972990,0.000000
manhattan,0,bellman,2,0,490,0.596220,0.596220,-0.000000
manhattan,0,bellman,3,1,492,0.596220,0.596220,-0.000000
manhattan,0,bellman,4,2,494,0.642550,0.642550,0.000000
manhattan,0,bellman,5,3,496,0.642590,0.642550,0.000040
manhattan,0,bellman,6,7,498,0.676000,0.676000,-0.000000
manhattan,0,bellman,7,5,500,0.676060,0.676000,0.000060
manhattan,0,bellman,8,9,501,0.702850,0.702850,0.000000
manhattan,1,bellman,2,0,490,0.993540,0.993540,0.000000
manhattan,1,bellman,3,1,492,0.993540,0.993540,0.000000
manhattan,1,bellman,4,2,494,0.999720,0.999720,0.000000
manhattan,1,bellman,5,3,496,0.999880,0.999720,0.000160
