hardware,embedding_index,horizon,pomdp_build_time,probability,method,method_time,algorithm_index
guadalupe,1,2,0.001250,0.989280,bellman,0.000000,0
guadalupe,1,3,0.001250,0.989280,bellman,0.000000,1
guadalupe,1,4,0.001250,0.999540,bellman,0.000000,2
guadalupe,1,5,0.001250,0.999660,bellman,0.000000,3
guadalupe,1,6,0.001250,0.999930,bellman,2.000000,4
guadalupe,1,7,0.001250,0.999990,bellman,8.000000,5
guadalupe,1,8,0.001250,1.000000,bellman,25.000000,6
guadalupe,1,9,0.001250,1.000000,bellman,75.000000,7
hanoi,0,2,0.001380,0.994410,bellman,0.000000,0
hanoi,0,3,0.001380,0.994410,bellman,0.000000,1
hanoi,0,4,0.001380,0.999820,bellman,0.000000,2
hanoi,0,5,0.001380,0.999910,bellman,0.000000,3
hanoi,0,6,0.001380,0.999980,bellman,2.000000,4
hanoi,0,7,0.001380,1.000000,bellman,8.000000,5
hanoi,0,8,0.001380,1.000000,bellman,25.000000,6
hanoi,0,9,0.001380,1.000000,bellman,75.000000,7
hanoi,1,2,0.001430,0.915620,bellman,0.000000,0
hanoi,1,3,0.001430,0.915620,bellman,0.000000,1
hanoi,1,4,0.001430,0.979790,bellman,0.000000,2
hanoi,1,5,0.001430,0.979850,bellman,0.000000,3
hanoi,1,6,0.001430,0.994650,bellman,2.000000,8
hanoi,1,7,0.001430,0.994730,bellman,8.000000,5
hanoi,1,8,0.001430,0.998470,bellman,25.000000,10
hanoi,1,9,0.001430,0.998560,bellman,75.000000,7
jakarta,0,2,0.000910,0.983860,bellman,0.000000,0
jakarta,0,3,0.000910,0.983860,bellman,0.000000,1
jakarta,0,4,0.000910,0.999100,bellman,0.000000,2
jakarta,0,5,0.000910,0.999230,bellman,0.000000,3
jakarta,0,6,0.000910,0.999830,bellman,2.000000,4
jakarta,0,7,0.000910,0.999960,bellman,8.000000,5
jakarta,0,8,0.000910,0.999990,bellman,25.000000,6
jakarta,0,9,0.000910,1.000000,bellman,75.000000,7
jakarta,1,2,0.001010,0.944380,bellman,0.000000,0
jakarta,1,3,0.001010,0.944380,bellman,0.000000,1
jakarta,1,4,0.001010,0.990970,bellman,0.000000,2
jakarta,1,5,0.001010,0.991080,bellman,0.000000,3
jakarta,1,6,0.001010,0.998290,bellman,2.000000,8
jakarta,1,7,0.001010,0.998420,bellman,8.000000,5
jakarta,1,8,0.001010,0.999610,bellman,25.000000,9
jakarta,1,9,0.001010,0.999710,bellman,75.000000,7
johannesburg,0,2,0.001050,0.981570,bellman,0.000000,0
johannesburg,0,3,0.001050,0.981570,bellman,0.000000,1
johannesburg,0,4,0.001050,0.998130,bellman,0.000000,2
johannesburg,0,5,0.001050,0.999030,bellman,0.000000,3
johannesburg,0,6,0.001050,0.999740,bellman,2.000000,4
johannesburg,0,7,0.001050,0.999930,bellman,8.000000,5
johannesburg,0,8,0.001050,0.999980,bellman,25.000000,6
johannesburg,0,9,0.001050,0.999990,bellman,75.000000,14
johannesburg,1,2,0.001300,0.826740,bellman,0.000000,0
johannesburg,1,3,0.001300,0.826740,bellman,0.000000,1
johannesburg,1,4,0.001300,0.920110,bellman,0.000000,2
johannesburg,1,5,0.001300,0.920510,bellman,0.000000,3
johannesburg,1,6,0.001300,0.960130,bellman,2.000000,8
johannesburg,1,7,0.001300,0.960670,bellman,8.000000,5
johannesburg,1,8,0.001300,0.979190,bellman,25.000000,10
johannesburg,1,9,0.001300,0.979800,bellman,75.000000,11
kawasaki,0,2,0.001750,0.996420,bellman,0.000000,0
kawasaki,0,3,0.001750,0.996420,bellman,0.000000,1
kawasaki,0,4,0.001750,0.999810,bellman,0.000000,2
kawasaki,0,5,0.001750,0.999960,bellman,0.000000,3
kawasaki,0,6,0.001750,0.999990,bellman,2.000000,4
kawasaki,0,7,0.001750,1.000000,bellman,8.000000,5
kawasaki,0,8,0.001750,1.000000,bellman,25.000000,6
kawasaki,0,9,0.001750,1.000000,bellman,75.000000,14
kawasaki,1,2,0.003450,0.672570,bellman,0.000000,0
kawasaki,1,3,0.003450,0.672570,bellman,0.000000,1
kawasaki,1,4,0.003450,0.748570,bellman,0.000000,2
kawasaki,1,5,0.003450,0.748590,bellman,0.000000,3
kawasaki,1,6,0.003450,0.798770,bellman,2.000000,8
kawasaki,1,7,0.003450,0.798810,bellman,8.000000,5
kawasaki,1,8,0.003450,0.835630,bellman,25.000000,10
